Midpoint LowerLim UpperLim Count ProbabilityDensity
55 50 10 0 0
65 60 20 601 0.240978
75 70 30 445 0.178428
85 80 40 346 0.138733
95 90 50 278 0.111468
105 100 60 208 0.0834002
115 110 70 158 0.063352
125 120 80 117 0.0469126
135 130 90 87 0.0348837
145 140 100 56 0.0224539
155 150 110 34 0.0136327
165 160 120 33 0.0132318
175 170 130 31 0.0124298
185 180 140 19 0.00761828
195 190 150 21 0.00842021
205 200 160 19 0.00761828
215 210 170 7 0.00280674
225 220 180 5 0.00200481
235 230 190 7 0.00280674
245 240 200 6 0.00240577
255 250 210 4 0.00160385
265 260 220 1 0.000400962
275 270 230 3 0.00120289
285 280 240 2 0.000801925
295 290 250 2 0.000801925
305 300 260 2 0.000801925
315 310 270 1 0.000400962
325 320 280 1 0.000400962
335 330 290 0 0
345 340 300 0 0
