Midpoint LowerLim UpperLim Count ProbabilityDensity
45 40 10 0 0
55 50 20 96 0.0307397
65 60 30 259 0.0829331
75 70 40 294 0.0941402
85 80 50 256 0.0819725
95 90 60 111 0.0355427
105 100 70 233 0.0746078
115 110 80 217 0.0694845
125 120 90 62 0.0198527
135 130 100 137 0.0438681
145 140 110 159 0.0509126
155 150 120 60 0.0192123
165 160 130 92 0.0294589
175 170 140 93 0.0297791
185 180 150 100 0.0320205
195 190 160 42 0.0134486
205 200 170 79 0.0252962
215 210 180 50 0.0160102
225 220 190 46 0.0147294
235 230 200 46 0.0147294
245 240 210 37 0.0118476
255 250 220 34 0.010887
265 260 230 47 0.0150496
275 270 240 29 0.00928594
285 280 250 37 0.0118476
295 290 260 29 0.00928594
305 300 270 27 0.00864553
315 310 280 25 0.00800512
325 320 290 47 0.0150496
335 330 300 23 0.00736471
345 340 310 22 0.00704451
355 350 320 21 0.0067243
365 360 330 16 0.00512328
375 370 340 18 0.00576369
385 380 350 20 0.0064041
395 390 360 19 0.00608389
405 400 370 8 0.00256164
415 410 380 20 0.0064041
425 420 390 14 0.00448287
435 430 400 10 0.00320205
445 440 410 11 0.00352225
455 450 420 4 0.00128082
465 460 430 6 0.00192123
475 470 440 11 0.00352225
485 480 450 6 0.00192123
495 490 460 7 0.00224143
505 500 470 5 0.00160102
515 510 480 3 0.000960615
525 520 490 3 0.000960615
535 530 500 7 0.00224143
545 540 510 8 0.00256164
555 550 520 11 0.00352225
565 560 530 15 0.00480307
575 570 540 5 0.00160102
585 580 550 5 0.00160102
595 590 560 5 0.00160102
605 600 570 5 0.00160102
615 610 580 1 0.000320205
625 620 590 5 0.00160102
635 630 600 5 0.00160102
645 640 610 4 0.00128082
655 650 620 3 0.000960615
665 660 630 1 0.000320205
675 670 640 3 0.000960615
685 680 650 4 0.00128082
695 690 660 0 0
705 700 670 1 0.000320205
715 710 680 0 0
725 720 690 3 0.000960615
735 730 700 1 0.000320205
745 740 710 0 0
755 750 720 2 0.00064041
765 760 730 2 0.00064041
775 770 740 3 0.000960615
785 780 750 0 0
795 790 760 3 0.000960615
805 800 770 1 0.000320205
815 810 780 1 0.000320205
825 820 790 1 0.000320205
835 830 800 2 0.00064041
845 840 810 0 0
855 850 820 1 0.000320205
865 860 830 0 0
875 870 840 0 0
885 880 850 3 0.000960615
895 890 860 0 0
905 900 870 1 0.000320205
915 910 880 1 0.000320205
925 920 890 2 0.00064041
935 930 900 0 0
945 940 910 1 0.000320205
955 950 920 0 0
965 960 930 1 0.000320205
975 970 940 0 0
985 980 950 1 0.000320205
995 990 960 0 0
1005 1000 970 0 0
1015 1010 980 0 0
1025 1020 990 0 0
1035 1030 1000 0 0
1045 1040 1010 0 0
1055 1050 1020 0 0
1065 1060 1030 1 0.000320205
1075 1070 1040 0 0
1085 1080 1050 0 0
1095 1090 1060 1 0.000320205
1105 1100 1070 1 0.000320205
1115 1110 1080 0 0
1125 1120 1090 0 0
1135 1130 1100 1 0.000320205
1145 1140 1110 0 0
1155 1150 1120 0 0
1165 1160 1130 0 0
1175 1170 1140 0 0
1185 1180 1150 0 0
1195 1190 1160 0 0
1205 1200 1170 0 0
1215 1210 1180 0 0
1225 1220 1190 0 0
1235 1230 1200 0 0
1245 1240 1210 0 0
1255 1250 1220 0 0
1265 1260 1230 0 0
1275 1270 1240 0 0
1285 1280 1250 0 0
1295 1290 1260 0 0
1305 1300 1270 1 0.000320205
1315 1310 1280 1 0.000320205
1325 1320 1290 0 0
1335 1330 1300 0 0
1345 1340 1310 0 0
1355 1350 1320 0 0
1365 1360 1330 0 0
1375 1370 1340 1 0.000320205
1385 1380 1350 0 0
1395 1390 1360 0 0
1405 1400 1370 0 0
1415 1410 1380 0 0
1425 1420 1390 0 0
1435 1430 1400 0 0
1445 1440 1410 0 0
1455 1450 1420 0 0
1465 1460 1430 0 0
1475 1470 1440 1 0.000320205
1485 1480 1450 0 0
1495 1490 1460 0 0
1505 1500 1470 0 0
1515 1510 1480 0 0
1525 1520 1490 0 0
1535 1530 1500 1 0.000320205
1545 1540 1510 0 0
1555 1550 1520 0 0
1565 1560 1530 0 0
1575 1570 1540 0 0
1585 1580 1550 1 0.000320205
1595 1590 1560 0 0
1605 1600 1570 2 0.00064041
1615 1610 1580 0 0
1625 1620 1590 1 0.000320205
1635 1630 1600 0 0
1645 1640 1610 0 0
1655 1650 1620 0 0
1665 1660 1630 0 0
1675 1670 1640 0 0
1685 1680 1650 0 0
1695 1690 1660 0 0
1705 1700 1670 0 0
1715 1710 1680 0 0
1725 1720 1690 1 0.000320205
1735 1730 1700 0 0
1745 1740 1710 0 0
