Midpoint LowerLim UpperLim Count ProbabilityDensity
55 50 10 0 0
65 60 20 400 0.0709849
75 70 30 993 0.17622
85 80 40 658 0.11677
95 90 50 334 0.0592724
105 100 60 589 0.104525
115 110 70 439 0.0779059
125 120 80 251 0.044543
135 130 90 345 0.0612245
145 140 100 254 0.0450754
155 150 110 140 0.0248447
165 160 120 209 0.0370896
175 170 130 173 0.030701
185 180 140 104 0.0184561
195 190 150 112 0.0198758
205 200 160 92 0.0163265
215 210 170 65 0.011535
225 220 180 72 0.0127773
235 230 190 57 0.0101154
245 240 200 38 0.00674357
255 250 210 47 0.00834073
265 260 220 37 0.0065661
275 270 230 26 0.00461402
285 280 240 27 0.00479148
295 290 250 24 0.0042591
305 300 260 19 0.00337178
315 310 270 15 0.00266193
325 320 280 17 0.00301686
335 330 290 14 0.00248447
345 340 300 9 0.00159716
355 350 310 6 0.00106477
365 360 320 8 0.0014197
375 370 330 4 0.000709849
385 380 340 8 0.0014197
395 390 350 7 0.00124224
405 400 360 4 0.000709849
415 410 370 5 0.000887311
425 420 380 5 0.000887311
435 430 390 3 0.000532387
445 440 400 3 0.000532387
455 450 410 4 0.000709849
465 460 420 2 0.000354925
475 470 430 4 0.000709849
485 480 440 5 0.000887311
495 490 450 3 0.000532387
505 500 460 1 0.000177462
515 510 470 1 0.000177462
525 520 480 1 0.000177462
535 530 490 0 0
545 540 500 1 0.000177462
555 550 510 0 0
565 560 520 0 0
