Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 2980 0.0218514
15 10 30 7468 0.0547604
25 20 40 9561 0.0701076
35 30 50 13235 0.0970479
45 40 60 19194 0.140743
55 50 70 21449 0.157278
65 60 80 18520 0.135801
75 70 90 15328 0.112395
85 80 100 10945 0.0802561
95 90 110 7434 0.0545111
105 100 120 4493 0.0329457
115 110 130 2844 0.0208541
125 120 140 1415 0.0103757
135 130 150 772 0.00566082
145 140 160 354 0.00259576
155 150 170 283 0.00207515
165 160 180 82 0.000601279
175 170 190 5 3.66633e-05
185 180 200 0 0
195 190 210 2 1.46653e-05
205 200 220 2 1.46653e-05
215 210 230 8 5.86613e-05
225 220 240 2 1.46653e-05
235 230 250 0 0
245 240 260 0 0
