Midpoint LowerLim UpperLim Count ProbabilityDensity
15 10 10 0 0
25 20 20 3450 0.103744
35 30 30 13019 0.39149
45 40 40 7551 0.227064
55 50 50 4294 0.129123
65 60 60 2324 0.0698842
75 70 70 1250 0.0375883
85 80 80 640 0.0192452
95 90 90 343 0.0103142
105 100 100 197 0.00592392
115 110 110 100 0.00300707
125 120 120 36 0.00108254
135 130 130 23 0.000691625
145 140 140 8 0.000240565
155 150 150 8 0.000240565
165 160 160 7 0.000210495
175 170 170 3 9.0212e-05
185 180 180 1 3.00707e-05
195 190 190 1 3.00707e-05
205 200 200 0 0
215 210 210 0 0
