Midpoint LowerLim UpperLim Count ProbabilityDensity
25 20 10 0 0
35 30 20 2524 0.222164
45 40 30 4157 0.365901
55 50 40 2260 0.198926
65 60 50 1126 0.099111
75 70 60 625 0.0550128
85 80 70 309 0.0271983
95 90 80 169 0.0148755
105 100 90 90 0.00792184
115 110 100 55 0.00484112
125 120 110 19 0.00167239
135 130 120 12 0.00105625
145 140 130 4 0.000352082
155 150 140 4 0.000352082
165 160 150 2 0.000176041
175 170 160 4 0.000352082
185 180 170 0 0
195 190 180 1 8.80204e-05
205 200 190 0 0
215 210 200 0 0
