Midpoint LowerLim UpperLim Count ProbabilityDensity
15 10 10 0 0
25 20 20 4164 0.157085
35 30 30 7200 0.271616
45 40 40 5492 0.207183
55 50 50 3524 0.132941
65 60 60 2398 0.0904633
75 70 70 1418 0.0534933
85 80 80 896 0.0338011
95 90 90 579 0.0218425
105 100 100 360 0.0135808
115 110 110 199 0.00750717
125 120 120 141 0.00531915
135 130 130 61 0.00230119
145 140 140 33 0.00124491
155 150 150 21 0.000792214
165 160 160 6 0.000226347
175 170 170 6 0.000226347
185 180 180 5 0.000188622
195 190 190 3 0.000113173
205 200 200 2 7.54489e-05
215 210 210 0 0
225 220 220 0 0
