Midpoint LowerLim UpperLim Count ProbabilityDensity
25 20 10 0 0
35 30 20 3198 0.0872412
45 40 30 10144 0.276727
55 50 40 6101 0.166435
65 60 50 3475 0.0947977
75 70 60 3902 0.106446
85 80 70 2228 0.0607797
95 90 80 1858 0.0506861
105 100 90 1452 0.0396104
115 110 100 841 0.0229424
125 120 110 835 0.0227787
135 130 120 565 0.0154132
145 140 130 447 0.0121941
155 150 140 331 0.00902965
165 160 150 257 0.00701094
175 170 160 203 0.00553782
185 180 170 152 0.00414655
195 190 180 129 0.00351911
205 200 190 95 0.00259159
215 210 200 69 0.00188231
225 220 210 63 0.00171863
235 230 220 49 0.00133672
245 240 230 42 0.00114576
255 250 240 29 0.000791118
265 260 250 24 0.000654718
275 270 260 23 0.000627438
285 280 270 20 0.000545598
295 290 280 17 0.000463759
305 300 290 13 0.000354639
315 310 300 12 0.000327359
325 320 310 18 0.000491039
335 330 320 4 0.00010912
345 340 330 12 0.000327359
355 350 340 7 0.000190959
365 360 350 8 0.000218239
375 370 360 2 5.45598e-05
385 380 370 4 0.00010912
395 390 380 5 0.0001364
405 400 390 6 0.00016368
415 410 400 3 8.18398e-05
425 420 410 4 0.00010912
435 430 420 1 2.72799e-05
445 440 430 2 5.45598e-05
455 450 440 2 5.45598e-05
465 460 450 2 5.45598e-05
475 470 460 1 2.72799e-05
485 480 470 1 2.72799e-05
495 490 480 0 0
505 500 490 0 0
515 510 500 0 0
525 520 510 0 0
535 530 520 0 0
545 540 530 1 2.72799e-05
555 550 540 0 0
565 560 550 0 0
