Midpoint LowerLim UpperLim Count ProbabilityDensity
55 50 10 0 0
65 60 20 308 0.230366
75 70 30 254 0.189978
85 80 40 198 0.148093
95 90 50 145 0.108452
105 100 60 112 0.0837696
115 110 70 98 0.0732984
125 120 80 46 0.0344054
135 130 90 55 0.0411369
145 140 100 38 0.0284218
155 150 110 16 0.0119671
165 160 120 12 0.00897532
175 170 130 10 0.00747943
185 180 140 18 0.013463
195 190 150 5 0.00373972
205 200 160 11 0.00822737
215 210 170 5 0.00373972
225 220 180 3 0.00224383
235 230 190 2 0.00149589
245 240 200 1 0.000747943
255 250 210 0 0
265 260 220 0 0
