Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 4113 0.0320965
25 20 30 8029 0.0626556
35 30 40 9126 0.0712162
45 40 50 11603 0.0905459
55 50 60 14311 0.111678
65 60 70 13773 0.10748
75 70 80 13488 0.105256
85 80 90 11264 0.0879004
95 90 100 8754 0.0683132
105 100 110 7044 0.054969
115 110 120 5428 0.0423583
125 120 130 4210 0.0328534
135 130 140 3404 0.0265637
145 140 150 2619 0.0204378
155 150 160 1910 0.014905
165 160 170 1537 0.0119942
175 170 180 1201 0.0093722
185 180 190 1054 0.00822506
195 190 200 851 0.00664091
205 200 210 703 0.00548597
215 210 220 599 0.00467439
225 220 230 460 0.00358968
235 230 240 402 0.00313707
245 240 250 350 0.00273128
255 250 260 266 0.00207577
265 260 270 237 0.00184947
275 270 280 170 0.00132662
285 280 290 174 0.00135784
295 290 300 128 0.000998868
305 300 310 111 0.000866206
315 310 320 101 0.00078817
325 320 330 95 0.000741348
335 330 340 66 0.000515042
345 340 350 57 0.000444809
355 350 360 58 0.000452612
365 360 370 52 0.00040579
375 370 380 43 0.000335557
385 380 390 37 0.000288735
395 390 400 31 0.000241913
405 400 410 26 0.000202895
415 410 420 26 0.000202895
425 420 430 20 0.000156073
435 430 440 20 0.000156073
445 440 450 14 0.000109251
455 450 460 12 9.36439e-05
465 460 470 17 0.000132662
475 470 480 18 0.000140466
485 480 490 15 0.000117055
495 490 500 12 9.36439e-05
505 500 510 8 6.24293e-05
515 510 520 4 3.12146e-05
525 520 530 4 3.12146e-05
535 530 540 4 3.12146e-05
545 540 550 2 1.56073e-05
555 550 560 3 2.3411e-05
565 560 570 3 2.3411e-05
575 570 580 4 3.12146e-05
585 580 590 4 3.12146e-05
595 590 600 4 3.12146e-05
605 600 610 4 3.12146e-05
615 610 620 3 2.3411e-05
625 620 630 2 1.56073e-05
635 630 640 3 2.3411e-05
645 640 650 2 1.56073e-05
655 650 660 1 7.80366e-06
665 660 670 1 7.80366e-06
675 670 680 2 1.56073e-05
685 680 690 0 0
695 690 700 1 7.80366e-06
705 700 710 1 7.80366e-06
715 710 720 2 1.56073e-05
725 720 730 2 1.56073e-05
735 730 740 2 1.56073e-05
745 740 750 1 7.80366e-06
755 750 760 0 0
765 760 770 7 5.46256e-05
775 770 780 2 1.56073e-05
785 780 790 2 1.56073e-05
795 790 800 2 1.56073e-05
805 800 810 2 1.56073e-05
815 810 820 0 0
825 820 830 2 1.56073e-05
835 830 840 1 7.80366e-06
845 840 850 1 7.80366e-06
855 850 860 3 2.3411e-05
865 860 870 2 1.56073e-05
875 870 880 2 1.56073e-05
885 880 890 4 3.12146e-05
895 890 900 2 1.56073e-05
905 900 910 3 2.3411e-05
915 910 920 1 7.80366e-06
925 920 930 0 0
935 930 940 0 0
945 940 950 0 0
955 950 960 1 7.80366e-06
965 960 970 0 0
975 970 980 0 0
985 980 990 0 0
995 990 1000 2 1.56073e-05
1005 1000 1010 0 0
1015 1010 1020 0 0
