Midpoint LowerLim UpperLim Count ProbabilityDensity
15 10 10 0 0
25 20 20 31750 0.354899
35 30 30 23724 0.265185
45 40 40 14997 0.167635
55 50 50 8553 0.0956048
65 60 60 4725 0.0528157
75 70 70 2698 0.0301581
85 80 80 1423 0.0159062
95 90 90 738 0.00824931
105 100 100 389 0.00434821
115 110 110 241 0.00269388
125 120 120 110 0.00122957
135 130 130 56 0.000625964
145 140 140 29 0.00032416
155 150 150 16 0.000178847
165 160 160 7 7.82455e-05
175 170 170 2 2.23559e-05
185 180 180 0 0
195 190 190 3 3.35338e-05
205 200 200 1 1.11779e-05
215 210 210 0 0
225 220 220 0 0
