Midpoint LowerLim UpperLim Count ProbabilityDensity
15 10 10 0 0
25 20 20 3656 0.118195
35 30 30 4684 0.151429
45 40 40 5361 0.173316
55 50 50 4730 0.152916
65 60 60 3805 0.123012
75 70 70 2920 0.0944006
85 80 80 2114 0.0683435
95 90 90 1488 0.0481055
105 100 100 879 0.0284172
115 110 110 598 0.0193327
125 120 120 351 0.0113475
135 130 130 178 0.00575456
145 140 140 91 0.00294194
155 150 150 35 0.00113151
165 160 160 17 0.000549593
175 170 170 15 0.000484935
185 180 180 1 3.2329e-05
195 190 190 6 0.000193974
205 200 200 1 3.2329e-05
215 210 210 2 6.4658e-05
225 220 220 0 0
235 230 230 0 0
