Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 1872 0.0216963
25 20 30 2855 0.0330892
35 30 40 3240 0.0375513
45 40 50 4067 0.0471361
55 50 60 5451 0.0631766
65 60 70 6016 0.0697249
75 70 80 6807 0.0788925
85 80 90 6922 0.0802253
95 90 100 6711 0.0777798
105 100 110 6323 0.073283
115 110 120 5679 0.0658191
125 120 130 4899 0.0567789
135 130 140 4248 0.0492339
145 140 150 3557 0.0412253
155 150 160 3030 0.0351174
165 160 170 2693 0.0312116
175 170 180 2317 0.0268538
185 180 190 1833 0.0212443
195 190 200 1475 0.0170951
205 200 210 1224 0.014186
215 210 220 952 0.0110336
225 220 230 774 0.00897058
235 230 240 644 0.0074639
245 240 250 496 0.00574859
255 250 260 399 0.00462437
265 260 270 280 0.00324517
275 270 280 238 0.0027584
285 280 290 193 0.00223685
295 290 300 154 0.00178485
305 300 310 110 0.00127489
315 310 320 115 0.00133284
325 320 330 87 0.00100832
335 330 340 83 0.000961962
345 340 350 62 0.000718574
355 350 360 67 0.000776523
365 360 370 53 0.000614265
375 370 380 42 0.000486776
385 380 390 41 0.000475186
395 390 400 32 0.000370877
405 400 410 32 0.000370877
415 410 420 22 0.000254978
425 420 430 29 0.000336107
435 430 440 18 0.000208618
445 440 450 16 0.000185438
455 450 460 19 0.000220208
465 460 470 21 0.000243388
475 470 480 14 0.000162259
485 480 490 19 0.000220208
495 490 500 17 0.000197028
505 500 510 10 0.000115899
515 510 520 3 3.47697e-05
525 520 530 6 6.95394e-05
535 530 540 2 2.31798e-05
545 540 550 3 3.47697e-05
555 550 560 1 1.15899e-05
565 560 570 2 2.31798e-05
575 570 580 3 3.47697e-05
585 580 590 1 1.15899e-05
595 590 600 0 0
605 600 610 2 2.31798e-05
615 610 620 0 0
625 620 630 1 1.15899e-05
635 630 640 0 0
645 640 650 0 0
