Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 115710 0.04828
15 10 30 141979 0.0592407
25 20 40 153119 0.0638888
35 30 50 175512 0.0732323
45 40 60 210212 0.0877109
55 50 70 244989 0.102222
65 60 80 251166 0.104799
75 70 90 228245 0.0952351
85 80 100 193330 0.0806669
95 90 110 155146 0.0647346
105 100 120 121744 0.0507976
115 110 130 93121 0.0388547
125 120 140 71812 0.0299635
135 130 150 54360 0.0226817
145 140 160 41284 0.0172257
155 150 170 31620 0.0131934
165 160 180 23791 0.00992678
175 170 190 18189 0.00758935
185 180 200 13782 0.00575053
195 190 210 11357 0.0047387
205 200 220 8986 0.0037494
215 210 230 7120 0.00297082
225 220 240 5816 0.00242672
235 230 250 4713 0.0019665
245 240 260 3649 0.00152254
255 250 270 3175 0.00132477
265 260 280 2462 0.00102727
275 270 290 1904 0.000794443
285 280 300 1538 0.00064173
295 290 310 1174 0.000489851
305 300 320 1051 0.000438529
315 310 330 810 0.000337972
325 320 340 641 0.000267457
335 330 350 495 0.000206539
345 340 360 376 0.000156886
355 350 370 315 0.000131434
365 360 380 268 0.000111823
375 370 390 221 9.22122e-05
385 380 400 232 9.68019e-05
395 390 410 177 7.38532e-05
405 400 420 237 9.88882e-05
415 410 430 236 9.84709e-05
425 420 440 134 5.59114e-05
435 430 450 104 4.3394e-05
445 440 460 89 3.71352e-05
455 450 470 69 2.87902e-05
465 460 480 41 1.71072e-05
475 470 490 38 1.58555e-05
485 480 500 24 1.0014e-05
495 490 510 21 8.76224e-06
505 500 520 13 5.42424e-06
515 510 530 11 4.58975e-06
525 520 540 14 5.84149e-06
535 530 550 9 3.75525e-06
545 540 560 4 1.669e-06
555 550 570 3 1.25175e-06
565 560 580 3 1.25175e-06
575 570 590 3 1.25175e-06
585 580 600 1 4.1725e-07
595 590 610 1 4.1725e-07
605 600 620 1 4.1725e-07
615 610 630 0 0
625 620 640 0 0
