Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 6513 0.0802845
25 20 30 10588 0.130516
35 30 40 14320 0.17652
45 40 50 16466 0.202973
55 50 60 12920 0.159262
65 60 70 8277 0.102029
75 70 80 5049 0.0622381
85 80 90 2896 0.0356984
95 90 100 1713 0.0211158
105 100 110 1061 0.0130787
115 110 120 580 0.00714955
125 120 130 348 0.00428973
135 130 140 195 0.00240373
145 140 150 77 0.000949164
155 150 160 65 0.000801243
165 160 170 38 0.000468419
175 170 180 10 0.000123268
185 180 190 4 4.93072e-05
195 190 200 4 4.93072e-05
205 200 210 0 0
215 210 220 0 0
