Midpoint LowerLim UpperLim Count ProbabilityDensity
15 10 10 0 0
25 20 20 187 0.0102421
35 30 30 2460 0.134735
45 40 40 1909 0.104557
55 50 50 2218 0.121481
65 60 60 2272 0.124439
75 70 70 1619 0.0886735
85 80 80 1242 0.068025
95 90 90 1302 0.0713112
105 100 100 921 0.0504436
115 110 110 632 0.034615
125 120 120 612 0.0335196
135 130 130 464 0.0254135
145 140 140 317 0.0173623
155 150 150 274 0.0150071
165 160 160 229 0.0125424
175 170 170 165 0.00903713
185 180 180 147 0.00805127
195 190 190 126 0.00690108
205 200 200 105 0.0057509
215 210 210 85 0.00465549
225 220 220 89 0.00487458
235 230 230 98 0.00536751
245 240 240 61 0.003341
255 250 250 75 0.00410779
265 260 260 60 0.00328623
275 270 270 58 0.00317669
285 280 280 42 0.00230036
295 290 290 40 0.00219082
305 300 300 28 0.00153357
315 310 310 35 0.00191697
325 320 320 29 0.00158834
335 330 330 29 0.00158834
345 340 340 29 0.00158834
355 350 350 23 0.00125972
365 360 360 28 0.00153357
375 370 370 19 0.00104064
385 380 380 23 0.00125972
395 390 390 24 0.00131449
405 400 400 13 0.000712017
415 410 410 18 0.000985869
425 420 420 27 0.0014788
435 430 430 15 0.000821558
445 440 440 15 0.000821558
455 450 450 11 0.000602476
465 460 460 10 0.000547705
475 470 470 8 0.000438164
485 480 480 4 0.000219082
495 490 490 2 0.000109541
505 500 500 4 0.000219082
515 510 510 3 0.000164312
525 520 520 2 0.000109541
535 530 530 5 0.000273853
545 540 540 5 0.000273853
555 550 550 2 0.000109541
565 560 560 2 0.000109541
575 570 570 4 0.000219082
585 580 580 7 0.000383394
595 590 590 2 0.000109541
605 600 600 4 0.000219082
615 610 610 5 0.000273853
625 620 620 4 0.000219082
635 630 630 3 0.000164312
645 640 640 3 0.000164312
655 650 650 3 0.000164312
665 660 660 1 5.47705e-05
675 670 670 0 0
685 680 680 0 0
