Midpoint LowerLim UpperLim Count ProbabilityDensity
15 10 10 0 0
25 20 20 4115 0.174609
35 30 30 6324 0.268341
45 40 40 4783 0.202953
55 50 50 3216 0.136462
65 60 60 2088 0.0885985
75 70 70 1300 0.0551619
85 80 80 751 0.0318666
95 90 90 410 0.0173972
105 100 100 249 0.0105656
115 110 110 118 0.005007
125 120 120 95 0.00403106
135 130 130 67 0.00284296
145 140 140 25 0.00106081
155 150 150 9 0.00038189
165 160 160 12 0.000509187
175 170 170 1 4.24322e-05
185 180 180 1 4.24322e-05
195 190 190 1 4.24322e-05
205 200 200 0 0
215 210 210 2 8.48644e-05
225 220 220 0 0
235 230 230 0 0
