Midpoint LowerLim UpperLim Count ProbabilityDensity
45 40 10 0 0
55 50 20 944 0.175237
65 60 30 930 0.172638
75 70 40 735 0.13644
85 80 50 559 0.103768
95 90 60 508 0.0943011
105 100 70 391 0.0725821
115 110 80 308 0.0571747
125 120 90 252 0.0467793
135 130 100 171 0.0317431
145 140 110 138 0.0256172
155 150 120 121 0.0224615
165 160 130 81 0.0150362
175 170 140 53 0.0098385
185 180 150 54 0.0100241
195 190 160 30 0.00556896
205 200 170 22 0.00408391
215 210 180 16 0.00297011
225 220 190 11 0.00204195
235 230 200 13 0.00241322
245 240 210 10 0.00185632
255 250 220 7 0.00129942
265 260 230 4 0.000742528
275 270 240 4 0.000742528
285 280 250 6 0.00111379
295 290 260 7 0.00129942
305 300 270 2 0.000371264
315 310 280 5 0.00092816
325 320 290 2 0.000371264
335 330 300 0 0
345 340 310 2 0.000371264
355 350 320 1 0.000185632
365 360 330 0 0
375 370 340 0 0
