Midpoint LowerLim UpperLim Count ProbabilityDensity
15 10 10 0 0
25 20 20 2461 0.0499736
35 30 30 2926 0.059416
45 40 40 3305 0.0671121
55 50 50 3695 0.0750315
65 60 60 3841 0.0779962
75 70 70 3829 0.0777525
85 80 80 3808 0.0773261
95 90 90 3754 0.0762295
105 100 100 3413 0.0693051
115 110 110 3049 0.0619137
125 120 120 2621 0.0532226
135 130 130 2181 0.0442879
145 140 140 1877 0.0381148
155 150 150 1627 0.0330382
165 160 160 1478 0.0300126
175 170 170 1064 0.0216058
185 180 180 820 0.0166511
195 190 190 685 0.0139098
205 200 200 562 0.0114121
215 210 210 469 0.00952362
225 220 220 367 0.00745238
235 230 230 275 0.00558421
245 240 240 232 0.00471104
255 250 250 173 0.00351298
265 260 260 127 0.00257889
275 270 270 88 0.00178695
285 280 280 92 0.00186817
295 290 290 67 0.00136052
305 300 300 59 0.00119807
315 310 310 50 0.00101531
325 320 320 37 0.00075133
335 330 330 29 0.00058888
345 340 340 29 0.00058888
355 350 350 24 0.000487349
365 360 360 18 0.000365512
375 370 370 12 0.000243675
385 380 380 14 0.000284287
395 390 390 9 0.000182756
405 400 400 11 0.000223368
415 410 410 8 0.00016245
425 420 420 8 0.00016245
435 430 430 5 0.000101531
445 440 440 8 0.00016245
455 450 450 7 0.000142144
465 460 460 3 6.09187e-05
475 470 470 4 8.12249e-05
485 480 480 6 0.000121837
495 490 490 3 6.09187e-05
505 500 500 4 8.12249e-05
515 510 510 5 0.000101531
525 520 520 2 4.06124e-05
535 530 530 2 4.06124e-05
545 540 540 1 2.03062e-05
555 550 550 1 2.03062e-05
565 560 560 0 0
575 570 570 0 0
585 580 580 0 0
595 590 590 1 2.03062e-05
605 600 600 0 0
615 610 610 0 0
