Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 11899 0.0595557
15 10 30 31635 0.158337
25 20 40 32725 0.163792
35 30 50 33025 0.165294
45 40 60 28105 0.140668
55 50 70 21927 0.109747
65 60 80 15248 0.0763178
75 70 90 9929 0.0496957
85 80 100 6417 0.0321178
95 90 110 3673 0.0183838
105 100 120 2323 0.0116269
115 110 130 1227 0.00614126
125 120 140 836 0.00418427
135 130 150 465 0.00232737
145 140 160 179 0.000895914
155 150 170 96 0.00048049
165 160 180 37 0.000185189
175 170 190 24 0.000120123
185 180 200 7 3.50357e-05
195 190 210 6 3.00306e-05
205 200 220 5 2.50255e-05
215 210 230 7 3.50357e-05
225 220 240 1 5.00511e-06
235 230 250 0 0
245 240 260 0 0
