Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 658 0.0179492
25 20 30 3903 0.106468
35 30 40 5184 0.141411
45 40 50 6096 0.166289
55 50 60 5548 0.151341
65 60 70 4604 0.12559
75 70 80 3601 0.0982296
85 80 90 2585 0.0705147
95 90 100 1758 0.0479555
105 100 110 1162 0.0316975
115 110 120 690 0.0188221
125 120 130 406 0.011075
135 130 140 212 0.00578303
145 140 150 137 0.00373715
155 150 160 52 0.00141848
165 160 170 31 0.000845631
175 170 180 14 0.000381898
185 180 190 7 0.000190949
195 190 200 4 0.000109114
205 200 210 2 5.45569e-05
215 210 220 5 0.000136392
225 220 230 0 0
235 230 240 0 0
