Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 3244 0.052594
25 20 30 5161 0.0836738
35 30 40 7242 0.117412
45 40 50 9568 0.155123
55 50 60 9424 0.152789
65 60 70 8093 0.131209
75 70 80 6255 0.101411
85 80 90 4795 0.0777399
95 90 100 3001 0.0486543
105 100 110 2020 0.0327497
115 110 120 1304 0.0211414
125 120 130 731 0.0118515
135 130 140 430 0.00697147
145 140 150 201 0.00325875
155 150 160 134 0.0021725
165 160 170 48 0.00077821
175 170 180 11 0.00017834
185 180 190 1 1.62127e-05
195 190 200 5 8.10636e-05
205 200 210 3 4.86381e-05
215 210 220 9 0.000145914
225 220 230 0 0
235 230 240 0 0
