Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 2087 0.0156668
15 10 30 11481 0.0861859
25 20 40 14916 0.111972
35 30 50 20020 0.150287
45 40 60 25701 0.192933
55 50 70 21855 0.164062
65 60 80 15478 0.116191
75 70 90 9408 0.0706243
85 80 100 5543 0.0416104
95 90 110 2920 0.0219199
105 100 120 1814 0.0136174
115 110 130 973 0.00730415
125 120 140 487 0.00365583
135 130 150 249 0.0018692
145 140 160 126 0.000945861
155 150 170 91 0.000683122
165 160 180 49 0.000367835
175 170 190 12 9.0082e-05
185 180 200 2 1.50137e-05
195 190 210 0 0
205 200 220 0 0
