Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 9352 0.0728423
25 20 30 25468 0.198369
35 30 40 25947 0.2021
45 40 50 22695 0.17677
55 50 60 16562 0.129001
65 60 70 10543 0.0821189
75 70 80 6608 0.0514694
85 80 90 4185 0.0325968
95 90 100 2739 0.0213339
105 100 110 1705 0.0132802
115 110 120 1064 0.00828744
125 120 130 640 0.00498493
135 130 140 361 0.00281181
145 140 150 197 0.00153442
155 150 160 125 0.000973619
165 160 170 79 0.000615327
175 170 180 37 0.000288191
185 180 190 21 0.000163568
195 190 200 18 0.000140201
205 200 210 13 0.000101256
215 210 220 11 8.56785e-05
225 220 230 8 6.23116e-05
235 230 240 7 5.45227e-05
245 240 250 2 1.55779e-05
255 250 260 0 0
265 260 270 0 0
